record_id,artist_name_fa,category,api_video_title,performance_percentile_final,artist_performance_median,category_performance_median,performance_residual_artist_median,performance_residual_category_median,title_has_music_video,title_has_lyric_video,duration_minutes
8_kbBulLOQ4qY,ساسی مانکن,rap_hiphop,"Sasy - ""Saaghiya"" OFFICIAL VIDEO | ساسی - ساقیا",31.82,36.36,52.275,-4.539999999999999,-20.455,0,0,3.683333333333333
8_YfJ9TIisS-w,ساسی مانکن,rap_hiphop,"Sasy - ""Ostad"" OFFICIAL VIDEO  | ساسی - استاد",22.73,36.36,52.275,-13.629999999999999,-29.544999999999998,0,0,3.25
8_vfBp8vu40js,ساسی مانکن,rap_hiphop,"Sasy - ""Hame Bada"" OFFICIAL VIDEO | ساسی - همه بدا",36.36,36.36,52.275,0.0,-15.915,0,0,3.066666666666667
8_hwZU5Xwfk20,ساسی مانکن,rap_hiphop,"Sasy - ""Gentleman"" OFFICIAL VIDEO | ساسی - جنتلمن",77.27,36.36,52.275,40.91,24.994999999999997,0,0,2.7333333333333334
8_p0EwOVQ3P0s,ساسی مانکن,rap_hiphop,"Sasy - ""Doctor"" OFFICIAL VIDEO  | ساسی - دکتر",59.09,36.36,52.275,22.730000000000004,6.815000000000005,0,0,3.45
8_NNtMb0DrBRA,ساسی مانکن,rap_hiphop,"Sasy - ""Tehran Tokyo"" OFFICIAL VIDEO | ساسی -  تهران توکیو",68.18,36.36,52.275,31.820000000000007,15.905000000000008,0,0,3.533333333333333
8_L3UPz_KIZn8,ساسی مانکن,rap_hiphop,Gentleman,27.27,36.36,52.275,-9.09,-25.005,0,0,3.1166666666666667
8_QD9Nj6F0EN4,ساسی مانکن,rap_hiphop,"Sasy - ""Maman Mano Bebakhsh"" OFFICIAL VIDEO | ساسی - مامان منو ببخش",50.0,36.36,52.275,13.64,-2.2749999999999986,0,0,4.083333333333333
8_eDqWWbO6e1k,ساسی مانکن,rap_hiphop,Maman Mano Bebakhsh,9.09,36.36,52.275,-27.27,-43.185,0,0,3.4
8_K4fBpEhpVak,ساسی مانکن,rap_hiphop,Sasy - Baradarane Leila (Official Video),72.73,36.36,52.275,36.370000000000005,20.455000000000005,0,0,4.833333333333333
8_lLNcbz_T7WI,ساسی مانکن,rap_hiphop,Sasy Ft Arash - Hulu (Official Video),54.55,36.36,52.275,18.189999999999998,2.2749999999999986,0,0,3.783333333333333
8_k7QpRijPbtQ,ساسی مانکن,rap_hiphop,Sasy - Marmoolak (Official Video),100.0,36.36,52.275,63.64,47.725,0,0,4.616666666666666
9_sqemXVtZg4w,هیچکس,rap_hiphop,Hichkas - Ekhtelaf,95.45,81.82,52.275,13.63000000000001,43.175000000000004,0,0,2.8833333333333333
9_4qw3qTV4608,هیچکس,rap_hiphop,Hichkas - Ye Mosht Sarbaz,90.91,81.82,52.275,9.090000000000003,38.635,0,0,3.3833333333333333
9_i_bLcFCdSIo,هیچکس,rap_hiphop,Hichkas - Inyekiam Vase,63.64,81.82,52.275,-18.179999999999993,11.365000000000002,0,0,2.033333333333333
9_N_DwOWb3IPE,هیچکس,rap_hiphop,Hichkas - Tigham Rooye Raget (Visual),40.91,81.82,52.275,-40.91,-11.365000000000002,0,0,3.4
9_hnctT-Btbck,هیچکس,rap_hiphop,Hichkas - Har Ye Rooz (feat. Poobon),81.82,81.82,52.275,0.0,29.544999999999995,0,0,4.533333333333333
9_nKY6vq97MzI,هیچکس,rap_hiphop,Hichkas - Rooye Jenazat Miraghsam,86.36,81.82,52.275,4.540000000000006,34.085,0,0,3.05
9_olvrvRd6l1A,هیچکس,rap_hiphop,Hichkas - Man Chizi Ke Mikham,45.45,81.82,52.275,-36.36999999999999,-6.824999999999996,0,0,3.85
