analysis_type,feature,feature_value,group_name,group_value,count,median_performance,mean_performance,high_or_top_rate,spearman_correlation,high_or_top_rate_percent,strategy_analysis_version
grouped_continuous_correlation,days_since_previous_release,,artist_name_fa,محسن چاووشی,20,,,,0.4842105263157894,,STRATEGY_PATTERN_V1
grouped_continuous_correlation,title_character_count,,artist_name_fa,محسن چاووشی,21,,,,-0.11692108443873353,,STRATEGY_PATTERN_V1
grouped_continuous_correlation,title_word_count,,artist_name_fa,محسن چاووشی,21,,,,0.11264324393039978,,STRATEGY_PATTERN_V1
grouped_continuous_correlation,duration_minutes,,artist_name_fa,محسن چاووشی,21,,,,-0.16758688769551808,,STRATEGY_PATTERN_V1
grouped_continuous_correlation,release_hour_tehran,,artist_name_fa,محسن یگانه,12,,,,0.22377622377622378,,STRATEGY_PATTERN_V1
grouped_continuous_correlation,days_since_previous_release,,artist_name_fa,محسن یگانه,11,,,,0.7727272727272727,,STRATEGY_PATTERN_V1
grouped_continuous_correlation,title_character_count,,artist_name_fa,محسن یگانه,12,,,,0.18629432924381775,,STRATEGY_PATTERN_V1
grouped_continuous_correlation,title_word_count,,artist_name_fa,محسن یگانه,12,,,,-0.04350682702872224,,STRATEGY_PATTERN_V1
grouped_continuous_correlation,duration_minutes,,artist_name_fa,محسن یگانه,12,,,,0.2027972027972028,,STRATEGY_PATTERN_V1
grouped_continuous_correlation,release_hour_tehran,,artist_name_fa,همایون شجریان,8,,,,0.4096682888050979,,STRATEGY_PATTERN_V1
grouped_continuous_correlation,days_since_previous_release,,artist_name_fa,همایون شجریان,7,,,,-0.14285714285714288,,STRATEGY_PATTERN_V1
grouped_continuous_correlation,title_character_count,,artist_name_fa,همایون شجریان,8,,,,0.21957751641341997,,STRATEGY_PATTERN_V1
grouped_continuous_correlation,title_word_count,,artist_name_fa,همایون شجریان,8,,,,0.05988131309566294,,STRATEGY_PATTERN_V1
grouped_continuous_correlation,duration_minutes,,artist_name_fa,همایون شجریان,8,,,,0.5952380952380953,,STRATEGY_PATTERN_V1
grouped_continuous_correlation,release_hour_tehran,,artist_name_fa,هیچکس,7,,,,0.2909571869813232,,STRATEGY_PATTERN_V1
grouped_continuous_correlation,days_since_previous_release,,artist_name_fa,هیچکس,6,,,,-0.08571428571428573,,STRATEGY_PATTERN_V1
grouped_continuous_correlation,title_character_count,,artist_name_fa,هیچکس,7,,,,-0.6071428571428572,,STRATEGY_PATTERN_V1
grouped_continuous_correlation,title_word_count,,artist_name_fa,هیچکس,7,,,,-0.5819143739626464,,STRATEGY_PATTERN_V1
grouped_continuous_correlation,duration_minutes,,artist_name_fa,هیچکس,7,,,,-0.39285714285714296,,STRATEGY_PATTERN_V1
grouped_continuous_correlation,release_hour_tehran,,artist_name_fa,گرشا رضایی,11,,,,0.21867938283753854,,STRATEGY_PATTERN_V1
grouped_continuous_correlation,days_since_previous_release,,artist_name_fa,گرشا رضایی,10,,,,-0.3939393939393939,,STRATEGY_PATTERN_V1
grouped_continuous_correlation,title_character_count,,artist_name_fa,گرشا رضایی,11,,,,0.10000000000000002,,STRATEGY_PATTERN_V1
grouped_continuous_correlation,title_word_count,,artist_name_fa,گرشا رضایی,11,,,,0.046195413392708815,,STRATEGY_PATTERN_V1
grouped_continuous_correlation,duration_minutes,,artist_name_fa,گرشا رضایی,11,,,,0.3545454545454546,,STRATEGY_PATTERN_V1
